Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2015-02-22,1.08,201741.43,44679.57,48498.63,61590.31,46972.92,44919.71,2053.21,0.0,conventional,2015,Charlotte
2015-02-15,1.22,156798.51,28227.83,38591.73,40430.51,49548.44,40419.97,9128.47,0.0,conventional,2015,Charlotte
2015-02-08,1.17,150139.38,31509.41,35566.91,31778.73,51284.33,41921.3,9363.03,0.0,conventional,2015,Charlotte
2015-02-01,0.98,254009.7,52915.5,71209.89,80813.88,49070.43,33450.14,15620.29,0.0,conventional,2015,Charlotte
2015-01-25,1.18,167270.13,37383.37,44000.75,31576.2,54309.81,41623.4,12686.41,0.0,conventional,2015,Charlotte
2015-01-18,1.25,152671.15,26462.87,40475.81,38677.39,47055.08,33996.73,13058.35,0.0,conventional,2015,Charlotte
2015-01-11,1.26,159942.68,31586.35,38118.77,40801.77,49435.79,38822.26,10613.53,0.0,conventional,2015,Charlotte
2015-01-04,1.19,166006.29,29419.03,47220.75,38568.95,50797.56,44329.03,6468.53,0.0,conventional,2015,Charlotte
2015-12-27,0.93,661137.13,42799.0,445218.79,78378.25,94741.09,83066.75,1617.67,10056.67,conventional,2015,Chicago
2015-12-20,0.91,690669.34,35724.99,464574.15,96306.3,94063.9,76241.25,9592.65,8230.0,conventional,2015,Chicago
2015-12-13,1.07,668601.5,40380.09,451470.42,94162.53,82588.46,76829.42,5693.75,65.29,conventional,2015,Chicago
2015-12-06,1.14,664020.49,53173.18,455048.11,92888.37,62910.83,62473.12,420.95,16.76,conventional,2015,Chicago
2015-11-29,1.11,602481.22,42851.47,422479.32,74988.97,62161.46,61862.57,298.89,0.0,conventional,2015,Chicago
2015-11-22,0.94,751897.89,34868.5,553545.31,89732.33,73751.75,73457.31,294.44,0.0,conventional,2015,Chicago
2015-11-15,1.17,641881.96,31286.11,441753.6,93857.48,74984.77,74723.66,261.11,0.0,conventional,2015,Chicago
2015-11-08,1.01,711146.61,44528.42,498562.41,101889.32,66166.46,65842.08,324.38,0.0,conventional,2015,Chicago
2015-11-01,1.0,807041.46,69420.04,562214.56,106536.92,68869.94,68447.93,422.01,0.0,conventional,2015,Chicago
2015-10-25,1.12,687650.27,59161.08,454352.6,108012.41,66124.18,65795.24,323.33,5.61,conventional,2015,Chicago
2015-10-18,1.15,690302.58,25883.13,482992.35,118311.09,63116.01,62076.66,285.56,753.79,conventional,2015,Chicago
2015-10-11,1.08,708914.17,16455.46,503813.92,119996.31,68648.48,65144.93,528.99,2974.56,conventional,2015,Chicago
2015-10-04,1.18,675172.63,14268.84,485262.12,105711.4,69930.27,66015.29,2240.14,1674.84,conventional,2015,Chicago
2015-09-27,1.15,720501.55,16483.95,532028.74,101193.84,70795.02,63370.36,2923.19,4501.47,conventional,2015,Chicago
2015-09-20,1.19,729117.42,16477.56,534644.45,103103.75,74891.66,71195.89,3316.58,379.19,conventional,2015,Chicago
2015-09-13,1.19,775671.49,17172.26,546965.49,128619.66,82914.08,78368.45,3809.54,736.09,conventional,2015,Chicago
2015-09-06,1.11,808677.78,17595.54,581941.46,122938.43,86202.35,82905.34,3289.62,7.39,conventional,2015,Chicago
2015-08-30,1.12,773773.53,17363.14,570147.23,112344.22,73918.94,71627.03,2205.32,86.59,conventional,2015,Chicago
2015-08-23,1.2,751850.01,17595.95,550359.51,103622.38,80272.17,77073.51,2759.79,438.87,conventional,2015,Chicago
2015-08-16,1.16,817690.89,19193.94,609692.45,104997.44,83807.06,80018.54,3447.81,340.71,conventional,2015,Chicago
2015-08-09,1.25,731125.01,18237.36,526303.06,104796.41,81788.18,79510.48,1904.8,372.9,conventional,2015,Chicago
2015-08-02,1.27,761027.42,21607.12,559825.17,97419.33,82175.8,79197.97,2476.3,501.53,conventional,2015,Chicago
2015-07-26,1.12,791332.34,26653.29,577460.34,99066.58,88152.13,83728.75,3516.34,907.04,conventional,2015,Chicago
2015-07-19,1.24,797060.27,20534.84,560871.56,116910.43,98743.44,92362.71,3531.27,2849.46,conventional,2015,Chicago
2015-07-12,1.26,772151.2,22933.92,545739.34,109149.46,94328.48,90428.86,2536.23,1363.39,conventional,2015,Chicago
2015-07-05,1.24,937317.45,28422.72,661207.19,118634.7,129052.84,126579.11,2236.49,237.24,conventional,2015,Chicago
2015-06-28,1.21,786250.22,27391.54,524476.99,104595.1,129786.59,126835.7,1896.33,1054.56,conventional,2015,Chicago
2015-06-21,1.24,804902.52,34715.08,536926.08,122239.65,111021.71,107242.86,1658.76,2120.09,conventional,2015,Chicago
2015-06-14,1.21,868197.41,55227.59,586037.06,107908.15,119024.61,116318.18,2618.95,87.48,conventional,2015,Chicago
2015-06-07,1.24,824216.23,51410.51,544663.98,122929.34,105212.4,99942.37,4693.09,576.94,conventional,2015,Chicago
2015-05-31,1.26,803571.87,50563.81,518850.04,132732.66,101425.36,99122.66,2299.08,3.62,conventional,2015,Chicago
2015-05-24,1.23,887105.04,57568.25,611797.34,113475.77,104263.68,101615.53,2639.11,9.04,conventional,2015,Chicago
2015-05-17,1.23,817870.17,54087.8,569043.02,109205.15,85534.2,82689.93,2813.47,30.8,conventional,2015,Chicago
2015-05-10,1.23,835938.63,55587.31,545784.15,141250.98,93316.19,88847.94,4468.25,0.0,conventional,2015,Chicago
2015-05-03,1.04,978376.13,64798.64,690167.81,129694.01,93715.67,89297.42,4414.64,3.61,conventional,2015,Chicago
2015-04-26,1.24,779868.01,46749.43,543002.3,97410.38,92705.9,88341.96,3573.83,790.11,conventional,2015,Chicago
2015-04-19,1.24,832529.06,52850.1,594214.84,93303.25,92160.87,89276.61,2780.32,103.94,conventional,2015,Chicago
2015-04-12,1.24,710718.98,45103.98,488323.33,83137.77,94153.9,91664.47,2475.13,14.3,conventional,2015,Chicago
2015-04-05,1.27,751812.42,38641.17,530946.92,90801.53,91422.8,87170.22,3422.83,829.75,conventional,2015,Chicago
2015-03-29,1.22,757271.96,25629.52,545317.99,84865.54,101458.91,97284.77,4163.46,10.68,conventional,2015,Chicago
2015-03-22,1.21,799946.53,29308.0,596341.85,83937.78,90358.9,87394.44,2925.41,39.05,conventional,2015,Chicago
2015-03-15,1.09,827010.39,30100.78,600833.1,98822.1,97254.41,93312.94,3914.88,26.59,conventional,2015,Chicago
2015-03-08,1.18,772997.09,27489.32,523118.0,112934.4,109455.37,107215.4,2234.66,5.31,conventional,2015,Chicago
2015-03-01,1.09,863391.73,24137.05,637043.16,111791.06,90420.46,88092.48,2289.01,38.97,conventional,2015,Chicago
2015-02-22,1.18,773078.09,39072.26,533387.47,106178.47,94439.89,90447.44,3976.51,15.94,conventional,2015,Chicago
2015-02-15,1.17,726401.24,29711.82,488591.6,110446.6,97651.22,92518.95,5112.69,19.58,conventional,2015,Chicago
2015-02-08,1.13,729325.61,28216.83,499138.28,119634.41,82336.09,78980.96,3273.2,81.93,conventional,2015,Chicago
2015-02-01,0.91,1133491.66,50783.91,824745.44,164884.41,93077.9,89516.93,3448.62,112.35,conventional,2015,Chicago
2015-01-25,1.22,745439.17,26117.56,488218.44,145882.24,85220.93,75867.61,9265.81,87.51,conventional,2015,Chicago
2015-01-18,1.14,797741.43,24917.77,533717.99,140239.95,98865.72,95516.44,3311.71,37.57,conventional,2015,Chicago
2015-01-11,1.15,802874.94,31239.94,558487.79,133848.57,79298.64,74716.43,4539.25,42.96,conventional,2015,Chicago
2015-01-04,1.11,783068.03,30270.26,550752.19,124506.1,77539.48,72888.46,4651.02,0.0,conventional,2015,Chicago
2015-12-27,0.87,162993.77,2633.37,100444.22,9546.88,50369.3,14050.64,30968.06,5350.6,conventional,2015,CincinnatiDayton
2015-12-20,0.85,175425.57,2732.05,108930.75,7517.01,56245.76,12118.45,39679.66,4447.65,conventional,2015,CincinnatiDayton
2015-12-13,0.79,207386.27,3802.6,123544.78,4574.03,75464.86,15835.2,58783.54,846.12,conventional,2015,CincinnatiDayton
2015-12-06,0.83,207513.04,2914.81,129978.67,15475.56,59144.0,13539.21,42885.85,2718.94,conventional,2015,CincinnatiDayton
2015-11-29,0.88,141356.34,2399.32,94093.55,5885.57,38977.9,12785.15,24850.38,1342.37,conventional,2015,CincinnatiDayton
2015-11-22,0.89,174892.99,2565.81,115591.25,9595.72,47140.21,13804.56,31446.68,1888.97,conventional,2015,CincinnatiDayton
2015-11-15,0.88,193723.22,2680.0,129291.79,4905.63,56845.8,15733.89,40083.17,1028.74,conventional,2015,CincinnatiDayton
2015-11-08,0.87,239070.13,2979.02,156267.5,19577.35,60246.26,12989.82,42509.75,4746.69,conventional,2015,CincinnatiDayton
2015-11-01,0.93,254760.33,2998.18,166867.82,13267.88,71626.45,14831.2,53584.84,3210.41,conventional,2015,CincinnatiDayton
2015-10-25,1.01,203681.71,2264.65,132625.92,9187.24,59603.9,12423.07,45209.19,1971.64,conventional,2015,CincinnatiDayton
2015-10-18,0.98,186044.56,2297.3,131737.84,8931.62,43077.8,17414.57,24553.19,1110.04,conventional,2015,CincinnatiDayton
2015-10-11,0.91,213527.77,2251.48,146962.49,13777.63,50536.17,16191.77,31742.92,2601.48,conventional,2015,CincinnatiDayton
2015-10-04,0.93,235243.88,2132.57,157237.69,11767.9,64105.72,16488.06,45980.45,1637.21,conventional,2015,CincinnatiDayton
2015-09-27,1.08,202012.62,2220.62,138937.95,11725.37,49128.68,12344.28,34341.61,2442.79,conventional,2015,CincinnatiDayton
2015-09-20,1.05,210445.12,3127.8,139042.8,21179.76,47094.76,12353.22,29601.09,5140.45,conventional,2015,CincinnatiDayton
2015-09-13,1.05,216548.9,2195.13,139863.58,18310.19,56180.0,17271.72,34690.26,4218.02,conventional,2015,CincinnatiDayton
2015-09-06,1.02,232157.91,2462.55,154106.32,8956.92,66632.12,19499.39,45312.94,1819.79,conventional,2015,CincinnatiDayton
2015-08-30,1.01,234132.09,2623.58,153832.57,14357.02,63318.92,17804.54,42734.02,2780.36,conventional,2015,CincinnatiDayton
2015-08-23,1.05,208608.84,2750.77,141969.26,5299.54,58589.27,15961.91,41548.22,1079.14,conventional,2015,CincinnatiDayton
2015-08-16,1.01,234349.47,2472.69,146747.71,21571.37,63557.7,16806.65,41442.96,5308.09,conventional,2015,CincinnatiDayton
2015-08-09,1.08,214374.41,2357.57,144957.92,10921.95,56136.97,19933.89,34194.18,2008.9,conventional,2015,CincinnatiDayton
2015-08-02,1.09,206121.36,2443.41,142847.6,9778.16,51052.19,16179.92,33163.78,1708.49,conventional,2015,CincinnatiDayton
2015-07-26,1.03,216611.18,2474.11,139527.28,5691.94,68917.85,24769.87,43020.67,1127.31,conventional,2015,CincinnatiDayton
2015-07-19,1.06,223479.02,3726.35,146965.54,14449.26,58337.87,21470.67,33782.97,3084.23,conventional,2015,CincinnatiDayton
2015-07-12,1.03,218170.8,3503.25,148642.65,4243.48,61781.42,23225.75,37926.4,629.27,conventional,2015,CincinnatiDayton
2015-07-05,1.03,250626.33,3238.38,165479.82,10201.81,71706.32,27500.3,43026.64,1179.38,conventional,2015,CincinnatiDayton
2015-06-28,1.01,225165.84,3691.48,144983.7,3666.71,72823.95,34098.54,38098.48,626.93,conventional,2015,CincinnatiDayton
2015-06-21,1.02,243012.2,3795.3,158957.39,15259.47,65000.04,25431.9,37441.3,2126.84,conventional,2015,CincinnatiDayton
2015-06-14,1.05,229363.51,6856.14,145975.24,10046.57,66485.56,30258.12,34920.23,1307.21,conventional,2015,CincinnatiDayton
2015-06-07,1.07,234981.67,10630.01,146360.2,14601.72,63389.74,23651.85,36952.36,2785.53,conventional,2015,CincinnatiDayton
2015-05-31,1.06,222382.69,10459.41,143893.61,4652.39,63377.28,20976.26,41425.81,975.21,conventional,2015,CincinnatiDayton
2015-05-24,1.1,222390.09,10258.51,152036.29,4490.78,55604.51,24486.78,30170.62,947.11,conventional,2015,CincinnatiDayton
2015-05-17,1.04,234579.34,10239.98,150323.91,14523.82,59491.63,18091.92,38536.09,2863.62,conventional,2015,CincinnatiDayton
2015-05-10,1.06,259598.76,11982.39,172173.77,2408.09,73034.51,22506.92,50265.04,262.55,conventional,2015,CincinnatiDayton
2015-05-03,1.08,238140.96,11468.92,162213.47,7282.09,57176.48,18315.96,37361.33,1499.19,conventional,2015,CincinnatiDayton
2015-04-26,1.06,214469.51,8217.17,138764.19,6904.19,60583.96,21522.31,37783.16,1278.49,conventional,2015,CincinnatiDayton
2015-04-19,1.02,226978.72,8229.4,144900.84,12959.1,60889.38,35196.33,23101.71,2591.34,conventional,2015,CincinnatiDayton
2015-04-12,1.02,188937.83,11176.67,120830.33,1306.19,55624.64,38219.34,17270.02,135.28,conventional,2015,CincinnatiDayton
2015-04-05,1.06,196168.6,7516.57,135093.59,2508.15,51050.29,36567.48,14361.02,121.79,conventional,2015,CincinnatiDayton
2015-03-29,0.95,198365.16,3014.53,122178.0,2448.36,70724.27,46587.15,23745.65,391.47,conventional,2015,CincinnatiDayton
2015-03-22,0.98,212719.94,2968.26,137560.99,23368.18,48822.51,11317.29,31773.08,5732.14,conventional,2015,CincinnatiDayton
2015-03-15,0.94,196008.57,3550.62,131234.14,3387.38,57836.43,19570.41,37402.27,863.75,conventional,2015,CincinnatiDayton
2015-03-08,0.87,219110.81,3470.71,147536.24,3678.29,64425.57,30834.06,32786.33,805.18,conventional,2015,CincinnatiDayton
2015-03-01,0.89,226951.64,3610.46,157400.74,18680.72,47259.72,14963.96,28229.86,4065.9,conventional,2015,CincinnatiDayton
2015-02-22,0.93,183072.02,4431.56,134258.95,3240.16,41141.35,18685.14,21703.66,752.55,conventional,2015,CincinnatiDayton
2015-02-15,0.94,169950.37,4399.26,122866.03,3067.22,39617.86,21356.07,17556.58,705.21,conventional,2015,CincinnatiDayton
2015-02-08,0.93,186617.2,4246.12,140926.77,4185.64,37258.67,17773.67,18571.14,913.86,conventional,2015,CincinnatiDayton
2015-02-01,0.86,300905.18,4665.89,224967.68,19442.29,51829.32,15335.37,31756.14,4737.81,conventional,2015,CincinnatiDayton
2015-01-25,0.93,213554.45,3617.45,162644.69,656.23,46636.08,20650.03,25970.02,16.03,conventional,2015,CincinnatiDayton
2015-01-18,0.93,175681.09,3333.29,128858.15,1086.61,42403.04,24024.17,18264.75,114.12,conventional,2015,CincinnatiDayton
2015-01-11,0.92,201392.27,3612.86,153100.22,1203.53,43475.66,17035.73,26345.43,94.5,conventional,2015,CincinnatiDayton
2015-01-04,0.88,228569.58,3274.3,168764.78,1447.06,55083.44,17525.31,37445.46,112.67,conventional,2015,CincinnatiDayton
2015-12-27,0.99,107565.04,41808.54,27120.67,15564.05,23071.78,15032.43,3874.64,4164.71,conventional,2015,Columbus
2015-12-20,1.03,117393.22,57557.75,23198.49,16370.5,20266.48,11760.83,4248.29,4257.36,conventional,2015,Columbus
2015-12-13,1.03,124617.07,69742.59,21750.83,12957.84,20165.81,14642.3,4307.42,1216.09,conventional,2015,Columbus
2015-12-06,0.99,137195.59,60376.23,33565.14,24435.11,18819.11,12451.6,3866.86,2500.65,conventional,2015,Columbus
2015-11-29,1.03,97235.6,40352.94,22858.09,16653.11,17371.46,12106.21,4115.58,1149.67,conventional,2015,Columbus
2015-11-22,1.04,115089.62,50334.8,25643.76,20730.65,18380.41,13855.13,2827.12,1698.16,conventional,2015,Columbus
2015-11-15,0.99,117462.94,52474.75,26705.74,15258.85,23023.6,19594.87,2618.43,810.3,conventional,2015,Columbus
2015-11-08,0.95,152084.79,61494.68,35336.71,29583.9,25669.5,14899.79,6935.32,3834.39,conventional,2015,Columbus
2015-11-01,0.99,135237.01,58162.23,31821.24,23764.43,21489.11,14668.1,3691.47,3129.54,conventional,2015,Columbus
2015-10-25,1.04,119210.27,59745.47,23351.18,19024.16,17089.46,11461.37,3925.91,1702.18,conventional,2015,Columbus
2015-10-18,0.98,137773.84,62590.79,33116.75,18606.59,23459.71,18601.8,4384.37,473.54,conventional,2015,Columbus
2015-10-11,0.9,145305.65,57480.41,39207.76,24724.8,23892.68,16946.85,4765.93,2179.9,conventional,2015,Columbus
2015-10-04,0.93,134326.53,53606.35,38396.06,23069.29,19254.83,14952.36,2202.87,2099.6,conventional,2015,Columbus
2015-09-27,1.02,137298.77,66587.59,33743.19,18527.75,18440.24,10970.85,5538.06,1931.33,conventional,2015,Columbus
2015-09-20,1.0,165068.86,86031.9,31599.19,26200.37,21237.4,12029.73,4671.88,4535.79,conventional,2015,Columbus
2015-09-13,1.02,169025.14,86159.05,31464.67,26703.23,24698.19,17099.64,4201.55,3397.0,conventional,2015,Columbus
2015-09-06,1.04,144563.15,61052.61,40880.96,20842.4,21787.18,16533.98,3611.52,1641.68,conventional,2015,Columbus
2015-08-30,1.03,147230.76,64531.04,32172.79,25751.74,24775.19,16928.02,4937.44,2909.73,conventional,2015,Columbus
2015-08-23,1.08,130920.97,64597.94,29728.3,15723.09,20871.64,14961.58,5010.51,899.55,conventional,2015,Columbus
2015-08-16,1.03,155881.73,63291.37,36257.41,32383.88,23949.07,15230.44,4314.54,4404.09,conventional,2015,Columbus
2015-08-09,1.0,167387.9,64121.12,52440.39,20857.42,29968.97,20668.0,7460.64,1840.33,conventional,2015,Columbus
2015-08-02,1.05,148597.91,77973.44,30063.76,17344.74,23215.97,17997.33,3281.88,1936.76,conventional,2015,Columbus
2015-07-26,1.02,159846.2,91758.41,25540.09,13557.25,28990.45,23981.05,3986.29,1023.11,conventional,2015,Columbus
2015-07-19,1.05,159137.17,75080.98,33397.18,24209.42,26449.59,21845.65,2442.62,2161.32,conventional,2015,Columbus
2015-07-12,1.04,143992.91,69964.42,32449.21,16034.68,25544.6,22605.91,2366.05,572.64,conventional,2015,Columbus
2015-07-05,0.98,173370.68,79063.5,39343.65,24674.62,30288.91,24909.93,4244.24,1134.74,conventional,2015,Columbus
2015-06-28,0.94,159970.54,72752.84,38877.79,12796.57,35543.34,29338.02,5683.66,521.66,conventional,2015,Columbus
2015-06-21,0.99,164161.25,67311.23,40382.51,24529.19,31938.32,24969.38,4739.34,2229.6,conventional,2015,Columbus
2015-06-14,1.01,171353.59,83138.56,33535.09,20023.58,34656.36,27204.22,6030.43,1421.71,conventional,2015,Columbus
2015-06-07,1.03,187983.88,92110.97,33225.37,29167.3,33480.24,23654.01,5888.63,3937.6,conventional,2015,Columbus
2015-05-31,1.1,143985.96,80729.03,21813.84,13935.13,27507.96,21434.49,4733.2,1340.27,conventional,2015,Columbus
2015-05-24,1.01,171879.57,85510.9,37314.24,14261.54,34792.89,22680.26,10832.31,1280.32,conventional,2015,Columbus
2015-05-17,1.0,180511.78,97341.26,38624.07,22934.89,21611.56,15997.43,2463.86,3150.27,conventional,2015,Columbus
2015-05-10,1.1,162802.65,97879.64,27581.34,10126.3,27215.37,23689.19,2796.71,729.47,conventional,2015,Columbus
2015-05-03,0.99,176737.77,79998.58,53621.15,15882.39,27235.65,16302.79,9726.39,1206.47,conventional,2015,Columbus
2015-04-26,1.02,161438.17,87214.58,28964.04,16624.25,28635.3,22384.1,4959.65,1291.55,conventional,2015,Columbus
2015-04-19,1.0,172913.44,80303.92,40370.03,26369.27,25870.22,20819.2,1861.68,3189.34,conventional,2015,Columbus
2015-04-12,1.07,129397.39,66513.95,28065.91,9955.72,24861.81,23837.01,840.46,184.34,conventional,2015,Columbus
2015-04-05,1.09,126109.82,67298.39,30313.37,9926.54,18571.52,17853.07,642.52,75.93,conventional,2015,Columbus
2015-03-29,0.96,139065.31,72473.25,25151.42,8711.76,32728.88,31416.0,937.48,375.4,conventional,2015,Columbus
2015-03-22,0.94,182625.49,101143.03,40165.62,24995.65,16321.19,9158.76,2691.96,4470.47,conventional,2015,Columbus
2015-03-15,1.01,149884.1,90582.35,27040.2,9632.1,22629.45,18487.57,3462.12,679.76,conventional,2015,Columbus
2015-03-08,0.95,141281.56,56323.87,37382.46,11404.82,36170.41,29553.3,5482.53,1134.58,conventional,2015,Columbus
2015-03-01,1.03,136795.35,55610.59,36034.55,25775.13,19375.08,13297.29,1837.6,4240.19,conventional,2015,Columbus
2015-02-22,1.09,114280.87,56131.64,26134.29,10603.51,21411.43,18266.69,2275.13,869.61,conventional,2015,Columbus
2015-02-15,1.05,106663.68,52221.93,20939.99,8939.85,24561.91,22104.1,1860.18,597.63,conventional,2015,Columbus
2015-02-08,0.96,128078.27,76792.99,23238.8,7652.85,20393.63,17859.26,1970.91,563.46,conventional,2015,Columbus
2015-02-01,0.87,216653.06,111171.46,59739.98,21795.64,23945.98,16360.12,3422.61,4163.25,conventional,2015,Columbus
2015-01-25,1.08,116995.68,53201.66,32775.08,7822.59,23196.35,21117.47,2057.45,21.43,conventional,2015,Columbus
2015-01-18,1.02,116450.21,55532.76,26458.99,7040.95,27417.51,24386.64,2962.41,68.46,conventional,2015,Columbus
2015-01-11,0.97,125742.48,64726.71,34844.49,7190.05,18981.23,16400.27,2458.67,122.29,conventional,2015,Columbus
2015-01-04,0.89,158638.04,80298.77,51860.47,7609.24,18869.56,16518.15,2132.21,219.2,conventional,2015,Columbus
2015-12-27,0.8,1020390.64,494425.64,276556.76,84912.97,164495.27,136560.04,12277.7,15657.53,conventional,2015,DallasFtWorth
2015-12-20,0.82,928051.16,439792.68,257532.45,91158.34,139567.69,103511.91,10331.25,25724.53,conventional,2015,DallasFtWorth
2015-12-13,0.79,980891.18,476178.99,319789.56,62436.8,122485.83,114978.22,7472.99,34.62,conventional,2015,DallasFtWorth
2015-12-06,0.74,1054849.97,514160.41,412692.22,8533.47,119463.87,108772.12,10525.27,166.48,conventional,2015,DallasFtWorth
2015-11-29,0.8,839818.87,477944.48,244879.52,6211.5,110783.37,96799.4,13967.44,16.53,conventional,2015,DallasFtWorth
2015-11-22,0.78,885067.49,494872.79,264820.58,9913.68,115460.44,102317.99,13138.76,3.69,conventional,2015,DallasFtWorth
2015-11-15,0.71,1040439.71,642897.96,263132.27,10305.52,124103.96,109552.23,14527.64,24.09,conventional,2015,DallasFtWorth
2015-11-08,0.8,977717.36,563069.05,278244.62,33026.94,103376.75,92853.6,10364.96,158.19,conventional,2015,DallasFtWorth
2015-11-01,0.78,1114177.66,546040.25,376913.25,85323.07,105901.09,98097.43,7644.9,158.76,conventional,2015,DallasFtWorth
2015-10-25,0.86,1010394.81,557469.46,301143.5,49959.1,101822.75,96417.63,5279.41,125.71,conventional,2015,DallasFtWorth
2015-10-18,0.83,992983.76,570732.49,266044.08,61892.18,94315.01,87201.1,7044.44,69.47,conventional,2015,DallasFtWorth
2015-10-11,0.81,1100679.15,543166.98,349743.64,99900.94,107867.59,101828.12,5967.19,72.28,conventional,2015,DallasFtWorth
2015-10-04,0.82,1104602.14,491729.14,439095.32,50993.14,122784.54,107305.26,15396.93,82.35,conventional,2015,DallasFtWorth
2015-09-27,0.84,1063583.86,533088.33,390554.54,25647.49,114293.5,101477.9,12776.1,39.5,conventional,2015,DallasFtWorth
2015-09-20,0.77,1155212.67,606586.38,425539.41,10973.08,112113.8,99272.95,12833.33,7.52,conventional,2015,DallasFtWorth
2015-09-13,0.86,1212585.41,564967.74,494078.53,9094.89,144444.25,119755.29,24666.41,22.55,conventional,2015,DallasFtWorth
2015-09-06,0.84,1270739.69,626166.71,505568.94,9815.66,129188.38,120588.01,8581.65,18.72,conventional,2015,DallasFtWorth
2015-08-30,0.82,1101680.91,674670.89,309275.19,7468.25,110266.58,101093.6,9171.11,1.87,conventional,2015,DallasFtWorth
2015-08-23,0.85,1120172.03,679440.88,321325.08,8261.74,111144.33,102621.57,8502.23,20.53,conventional,2015,DallasFtWorth
2015-08-16,0.88,1122668.33,718594.72,287298.98,7090.26,109684.37,100806.9,8864.44,13.03,conventional,2015,DallasFtWorth
2015-08-09,0.85,1124259.51,674531.14,332173.47,7793.22,109761.68,101618.63,8139.34,3.71,conventional,2015,DallasFtWorth
2015-08-02,0.87,1067498.21,705846.27,253860.7,4688.24,103103.0,91893.62,11209.38,0.0,conventional,2015,DallasFtWorth
2015-07-26,0.8,1191310.92,661845.98,406523.56,6417.32,116524.06,97727.08,18793.29,3.69,conventional,2015,DallasFtWorth
2015-07-19,0.82,1186878.88,684455.16,364124.15,4970.49,133329.08,115942.32,17379.41,7.35,conventional,2015,DallasFtWorth
2015-07-12,0.82,1144448.23,713425.63,319277.99,4382.19,107362.42,102573.93,4008.88,779.61,conventional,2015,DallasFtWorth
2015-07-05,0.83,1320696.13,835215.79,334916.29,5388.47,145175.58,139670.52,5497.78,7.28,conventional,2015,DallasFtWorth
2015-06-28,0.77,1203553.98,760374.24,302577.78,7191.26,133410.7,125900.09,7499.76,10.85,conventional,2015,DallasFtWorth
2015-06-21,0.75,1283503.44,755351.26,375820.52,8600.7,143730.96,134708.23,9013.74,8.99,conventional,2015,DallasFtWorth
2015-06-14,0.65,1508750.45,1013252.58,353165.21,7557.93,134774.73,130578.16,4187.62,8.95,conventional,2015,DallasFtWorth
2015-06-07,0.73,1255575.78,788982.74,319283.75,13350.4,133958.89,126849.55,7102.22,7.12,conventional,2015,DallasFtWorth
2015-05-31,0.68,1377670.81,941838.33,315653.39,7287.06,112892.03,99456.4,13421.47,14.16,conventional,2015,DallasFtWorth
2015-05-24,0.81,1184131.34,775365.99,299938.43,6833.07,101993.85,96860.23,5117.65,15.97,conventional,2015,DallasFtWorth
2015-05-17,0.73,1219398.43,855871.73,261026.33,6382.5,96117.87,88480.13,7628.89,8.85,conventional,2015,DallasFtWorth
2015-05-10,0.75,1298826.19,817727.07,357330.3,7803.87,115964.95,107302.84,8644.44,17.67,conventional,2015,DallasFtWorth
2015-05-03,0.77,1282852.08,652304.49,509069.75,9753.52,111724.32,104797.33,6148.99,778.0,conventional,2015,DallasFtWorth
2015-04-26,0.81,1102639.51,717960.82,270228.19,12091.21,102359.29,91505.88,10463.78,389.63,conventional,2015,DallasFtWorth
2015-04-19,0.8,1137811.87,735235.09,284292.72,16013.68,102270.38,89209.96,13055.16,5.26,conventional,2015,DallasFtWorth
2015-04-12,0.72,1266899.55,871511.12,288420.79,12596.79,94370.85,85100.44,9261.6,8.81,conventional,2015,DallasFtWorth
2015-04-05,0.77,1324348.89,802917.65,387745.54,13592.62,120093.08,105522.18,13748.75,822.15,conventional,2015,DallasFtWorth
2015-03-29,0.79,1164808.22,645523.05,396361.0,13339.76,109584.41,95894.64,13670.42,19.35,conventional,2015,DallasFtWorth
2015-03-22,0.67,1333424.37,925527.04,297656.4,11678.42,98562.51,88559.01,9991.57,11.93,conventional,2015,DallasFtWorth
2015-03-15,0.72,1211158.55,726176.09,368421.28,14065.99,102495.19,90708.11,11780.0,7.08,conventional,2015,DallasFtWorth
2015-03-08,0.75,1218684.28,724775.83,371564.05,11201.82,111142.58,97450.44,13677.78,14.36,conventional,2015,DallasFtWorth
2015-03-01,0.82,1144032.03,665032.82,358628.24,12398.67,107972.3,95284.48,12675.55,12.27,conventional,2015,DallasFtWorth
2015-02-22,0.8,1116600.76,695493.39,305788.6,12580.26,102738.51,85321.83,17416.68,0.0,conventional,2015,DallasFtWorth
2015-02-15,0.77,1020856.87,625813.98,299799.46,12656.97,82586.46,67518.45,15061.17,6.84,conventional,2015,DallasFtWorth
2015-02-08,0.67,1207167.54,737968.75,376914.26,12106.6,80177.93,67959.08,12176.08,42.77,conventional,2015,DallasFtWorth
2015-02-01,0.68,1391089.32,786166.9,495262.11,18855.32,90804.99,79314.06,11474.72,16.21,conventional,2015,DallasFtWorth
2015-01-25,0.8,1008295.47,649344.32,271152.06,9610.83,78188.26,60158.3,18029.96,0.0,conventional,2015,DallasFtWorth
2015-01-18,0.76,1091677.29,627090.61,374230.89,15550.56,74805.23,62375.69,12416.71,12.83,conventional,2015,DallasFtWorth
2015-01-11,0.76,1128693.04,680572.11,348535.22,11900.83,87684.88,67857.83,19801.95,25.1,conventional,2015,DallasFtWorth
